kingdom,phylum,class,order,family,genus,species,id,db,matched_taxid,url,rank,filename,num_records,seqlength
Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rheum,Rheum rhabarbarum,GCA_027886185.1,genbank,3620,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/886/185/GCA_027886185.1_ASM2788618v1/GCA_027886185.1_ASM2788618v1_genomic.fna.gz,genus,sequences/GCA_027886185.1_ASM2788618v1.fna.gz,940,1362557596
Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Septoria,Septoria lycopersici,GCA_024114885.1,genbank,39702,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/114/885/GCA_024114885.1_ASM2411488v1/GCA_024114885.1_ASM2411488v1_genomic.fna.gz,genus,sequences/GCA_024114885.1_ASM2411488v1.fna.gz,17,39589424
Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Thymus,Thymus vulgaris,GCA_029379335.1,genbank,49990,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/379/335/GCA_029379335.1_ASM2937933v1/GCA_029379335.1_ASM2937933v1_genomic.fna.gz,genus,sequences/GCA_029379335.1_ASM2937933v1.fna.gz,80,587059534
Eukaryota,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Tilia,"",GCA_020138205.1,genbank,64580,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/138/205/GCA_020138205.1_ASM2013820v1/GCA_020138205.1_ASM2013820v1_genomic.fna.gz,genus,sequences/GCA_020138205.1_ASM2013820v1.fna.gz,15627,12693684
Eukaryota,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Vanilla,"",GCA_023846275.1,genbank,51238,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/846/275/GCA_023846275.1_ASM2384627v1/GCA_023846275.1_ASM2384627v1_genomic.fna.gz,genus,sequences/GCA_023846275.1_ASM2384627v1.fna.gz,3874,1416355720
Eukaryota,Streptophyta,Magnoliopsida,Fagales,Myricaceae,Myrica,"",GCA_963930655.1,genbank,3509,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/930/655/GCA_963930655.1_dhMyrGale1.1/GCA_963930655.1_dhMyrGale1.1_genomic.fna.gz,genus,sequences/GCA_963930655.1_dhMyrGale1.1.fna.gz,27,644412481
Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Zizania,Zizania aquatica,GCA_019279435.1,genbank,15949,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/279/435/GCA_019279435.1_ASM1927943v1/GCA_019279435.1_ASM1927943v1_genomic.fna.gz,genus,sequences/GCA_019279435.1_ASM1927943v1.fna.gz,2142,1288765485
Eukaryota,Mollusca,Gastropoda,Lepetellida,Haliotidae,Haliotis,"",GCA_023055435.1,genbank,6452,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/055/435/GCA_023055435.1_xgHalRufe1.0.p/GCA_023055435.1_xgHalRufe1.0.p_genomic.fna.gz,genus,sequences/GCA_023055435.1_xgHalRufe1.0.p.fna.gz,616,1334471355
Eukaryota,Streptophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,"",GCA_036321655.1,genbank,3511,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/321/655/GCA_036321655.1_ASM3632165v1/GCA_036321655.1_ASM3632165v1_genomic.fna.gz,genus,sequences/GCA_036321655.1_ASM3632165v1.fna.gz,417,794470935
Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,Medicago sativa,GCA_958299785.1,genbank,3877,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/958/299/785/GCA_958299785.1_drMedLupu1.1/GCA_958299785.1_drMedLupu1.1_genomic.fna.gz,genus,sequences/GCA_958299785.1_drMedLupu1.1.fna.gz,20,575848570
Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,"",GCA_026212465.1,genbank,3564,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/212/465/GCA_026212465.1_ASM2621246v1/GCA_026212465.1_ASM2621246v1_genomic.fna.gz,genus,sequences/GCA_026212465.1_ASM2621246v1.fna.gz,48,520084113
Eukaryota,Chordata,Actinopteri,Perciformes,Serranidae,Serranus,Serranus scriba,GCA_903364295.1,genbank,94952,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/364/295/GCA_903364295.1_serranus_cabrilla_genome/GCA_903364295.1_serranus_cabrilla_genome_genomic.fna.gz,genus,sequences/GCA_903364295.1_serranus_cabrilla_genome.fna.gz,3170,630578932
Eukaryota,Streptophyta,Magnoliopsida,Fagales,Fagaceae,Fagus,"",GCA_003347535.2,genbank,21024,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/347/535/GCA_003347535.2_FSYLV_37_PL_JAMY/GCA_003347535.2_FSYLV_37_PL_JAMY_genomic.fna.gz,genus,sequences/GCA_003347535.2_FSYLV_37_PL_JAMY.fna.gz,2879,498990718
Eukaryota,Streptophyta,Magnoliopsida,Rosales,Moraceae,Artocarpus,Artocarpus altilis,GCA_946598075.1,genbank,3488,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/946/598/075/GCA_946598075.1_Wild_Jack/GCA_946598075.1_Wild_Jack_genomic.fna.gz,genus,sequences/GCA_946598075.1_Wild_Jack.fna.gz,59945,796234690
Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Coregonus,Coregonus artedi,GCA_036851935.1,genbank,27772,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/851/935/GCA_036851935.1_J4Q44_1.1/GCA_036851935.1_J4Q44_1.1_genomic.fna.gz,genus,sequences/GCA_036851935.1_J4Q44_1.1.fna.gz,4109,2294266309
Eukaryota,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Gossypium,"",GCA_036320975.1,genbank,3633,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/320/975/GCA_036320975.1_ZSTU_Garb/GCA_036320975.1_ZSTU_Garb_genomic.fna.gz,genus,sequences/GCA_036320975.1_ZSTU_Garb.fna.gz,52,1667433246
Eukaryota,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,"",GCA_023699985.2,genbank,9871,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/699/985/GCA_023699985.2_Ovbor_1.1/GCA_023699985.2_Ovbor_1.1_genomic.fna.gz,genus,sequences/GCA_023699985.2_Ovbor_1.1.fna.gz,480,2424209659
Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Myoxocephalus,"",GCA_900312955.1,genbank,8095,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/312/955/GCA_900312955.1_ASM90031295v1/GCA_900312955.1_ASM90031295v1_genomic.fna.gz,genus,sequences/GCA_900312955.1_ASM90031295v1.fna.gz,85863,520316443
Eukaryota,Chordata,Actinopteri,Anguilliformes,Anguillidae,Anguilla,"",GCA_018555375.3,genbank,7935,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/555/375/GCA_018555375.3_ASM1855537v3/GCA_018555375.3_ASM1855537v3_genomic.fna.gz,genus,sequences/GCA_018555375.3_ASM1855537v3.fna.gz,968,976107135
Eukaryota,Chordata,Actinopteri,Carangiformes,Carangidae,Trachinotus,Trachinotus carolinus,GCA_036281595.1,genbank,173330,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/281/595/GCA_036281595.1_ASM3628159v1/GCA_036281595.1_ASM3628159v1_genomic.fna.gz,genus,sequences/GCA_036281595.1_ASM3628159v1.fna.gz,1257,644509996
Eukaryota,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser anser,GCA_030515125.1,genbank,8842,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/515/125/GCA_030515125.1_QAU1.0/GCA_030515125.1_QAU1.0_genomic.fna.gz,genus,sequences/GCA_030515125.1_QAU1.0.fna.gz,587,1128398295
Eukaryota,Chordata,Actinopteri,Perciformes,Serranidae,Epinephelus,"",GCA_035609425.1,genbank,94231,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/609/425/GCA_035609425.1_E.awoara.final_Chr_v1/GCA_035609425.1_E.awoara.final_Chr_v1_genomic.fna.gz,genus,sequences/GCA_035609425.1_E.awoara.final_Chr_v1.fna.gz,49,984482722
Eukaryota,Streptophyta,Magnoliopsida,Fagales,Betulaceae,Corylus,"",GCA_036287885.1,genbank,13450,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/287/885/GCA_036287885.1_ASM3628788v1/GCA_036287885.1_ASM3628788v1_genomic.fna.gz,genus,sequences/GCA_036287885.1_ASM3628788v1.fna.gz,11,327771340
Eukaryota,Chordata,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,GCA_905171655.2,genbank,36211,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/171/655/GCA_905171655.2_fTraTra1.2_alternate_haplotype/GCA_905171655.2_fTraTra1.2_alternate_haplotype_genomic.fna.gz,genus,sequences/GCA_905171655.2_fTraTra1.2_alternate_haplotype.fna.gz,1049,797027743
Eukaryota,Streptophyta,Magnoliopsida,Myrtales,Myrtaceae,Syzygium,Syzygium cumini,GCA_031216285.1,genbank,178174,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/216/285/GCA_031216285.1_ASM3121628v1/GCA_031216285.1_ASM3121628v1_genomic.fna.gz,genus,sequences/GCA_031216285.1_ASM3121628v1.fna.gz,101,431079378
Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rhamnaceae,Ziziphus,Ziziphus sp.,GCA_031755915.1,genbank,72171,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/755/915/GCA_031755915.1_ASM3175591v1/GCA_031755915.1_ASM3175591v1_genomic.fna.gz,genus,sequences/GCA_031755915.1_ASM3175591v1.fna.gz,12,393332932
Eukaryota,"",Phaeophyceae,Laminariales,Laminariaceae,Laminaria,"",GCA_036873665.1,genbank,33637,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/873/665/GCA_036873665.1_ASM3687366v1/GCA_036873665.1_ASM3687366v1_genomic.fna.gz,genus,sequences/GCA_036873665.1_ASM3687366v1.fna.gz,62622,19042564
Eukaryota,Streptophyta,Magnoliopsida,Proteales,Nelumbonaceae,Nelumbo,"",GCA_022828595.1,genbank,4430,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/828/595/GCA_022828595.1_ASM2282859v1/GCA_022828595.1_ASM2282859v1_genomic.fna.gz,genus,sequences/GCA_022828595.1_ASM2282859v1.fna.gz,63,843666455
Eukaryota,Streptophyta,Magnoliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,Dioscorea pentaphylla,GCA_026586065.1,genbank,4672,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/586/065/GCA_026586065.1_Dzin_1.0/GCA_026586065.1_Dzin_1.0_genomic.fna.gz,genus,sequences/GCA_026586065.1_Dzin_1.0.fna.gz,210,629184705
Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca largha,GCA_004348235.1,genbank,9717,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/348/235/GCA_004348235.1_GSC_HSeal_1.0/GCA_004348235.1_GSC_HSeal_1.0_genomic.fna.gz,genus,sequences/GCA_004348235.1_GSC_HSeal_1.0.fna.gz,5542,2363587482
Eukaryota,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,"",GCA_036937225.1,genbank,34820,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/937/225/GCA_036937225.1_fSebPau1.0.hap1/GCA_036937225.1_fSebPau1.0.hap1_genomic.fna.gz,genus,sequences/GCA_036937225.1_fSebPau1.0.hap1.fna.gz,211,806866550
Eukaryota,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,"",GCA_009806435.2,genbank,9984,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/806/435/GCA_009806435.2_UM_NZW_1.0/GCA_009806435.2_UM_NZW_1.0_genomic.fna.gz,genus,sequences/GCA_009806435.2_UM_NZW_1.0.fna.gz,3159,2841489785
Eukaryota,Chordata,Actinopteri,Osmeriformes,Osmeridae,Osmerus,Osmerus mordax,GCA_963692335.1,genbank,8013,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/692/335/GCA_963692335.1_fOsmEpe2.1/GCA_963692335.1_fOsmEpe2.1_genomic.fna.gz,genus,sequences/GCA_963692335.1_fOsmEpe2.1.fna.gz,1008,508737883
Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,"",GCA_958449725.1,genbank,3764,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/958/449/725/GCA_958449725.1_drRosRugo1.1/GCA_958449725.1_drRosRugo1.1_genomic.fna.gz,genus,sequences/GCA_958449725.1_drRosRugo1.1.fna.gz,79,417588498
Eukaryota,Streptophyta,Magnoliopsida,Ericales,Sapotaceae,Pouteria,Pouteria sapota,GCA_036873735.1,genbank,85249,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/873/735/GCA_036873735.1_ASM3687373v1/GCA_036873735.1_ASM3687373v1_genomic.fna.gz,genus,sequences/GCA_036873735.1_ASM3687373v1.fna.gz,88922,621138857
Eukaryota,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Sisymbrium,"",GCA_900406495.1,genbank,3729,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/406/495/GCA_900406495.1_ASM90040649v1/GCA_900406495.1_ASM90040649v1_genomic.fna.gz,genus,sequences/GCA_900406495.1_ASM90040649v1.fna.gz,14597,178647359
Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Triticum,Triticum spelta,GCA_034509565.1,genbank,4564,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/509/565/GCA_034509565.1_PI306540_Tmono/GCA_034509565.1_PI306540_Tmono_genomic.fna.gz,genus,sequences/GCA_034509565.1_PI306540_Tmono.fna.gz,11,5115539301
Eukaryota,Chordata,Aves,Columbiformes,Columbidae,Columba,"",GCA_036010775.1,genbank,8931,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/010/775/GCA_036010775.1_bColLiv1.mat/GCA_036010775.1_bColLiv1.mat_genomic.fna.gz,genus,sequences/GCA_036010775.1_bColLiv1.mat.fna.gz,650,1181506259
Eukaryota,Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,"",GCA_030684275.1,genbank,7901,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/684/275/GCA_030684275.1_Acipenser_oxyrinchus.AOXY1.1/GCA_030684275.1_Acipenser_oxyrinchus.AOXY1.1_genomic.fna.gz,genus,sequences/GCA_030684275.1_Acipenser_oxyrinchus.AOXY1.1.fna.gz,2886,1862452108
Eukaryota,Chordata,Actinopteri,Cypriniformes,Catostomidae,Catostomus,Catostomus commersonii,GCA_036785435.1,genbank,7969,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/785/435/GCA_036785435.1_ASM3678543v1/GCA_036785435.1_ASM3678543v1_genomic.fna.gz,genus,sequences/GCA_036785435.1_ASM3678543v1.fna.gz,12394,1743831626
Eukaryota,Streptophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix,Salix pulchra,GCA_033724115.1,genbank,40685,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/724/115/GCA_033724115.1_ASM3372411v1/GCA_033724115.1_ASM3372411v1_genomic.fna.gz,genus,sequences/GCA_033724115.1_ASM3372411v1.fna.gz,38206,336056181
Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,"",GCA_036934945.1,genbank,8016,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/934/945/GCA_036934945.1_UVic_Omas_1.0/GCA_036934945.1_UVic_Omas_1.0_genomic.fna.gz,genus,sequences/GCA_036934945.1_UVic_Omas_1.0.fna.gz,17262,2664785840
Eukaryota,Streptophyta,Magnoliopsida,Asparagales,Asparagaceae,Agave,"",GCA_035584285.1,genbank,39509,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/584/285/GCA_035584285.1_ASM3558428v1/GCA_035584285.1_ASM3558428v1_genomic.fna.gz,genus,sequences/GCA_035584285.1_ASM3558428v1.fna.gz,327581,1333083442
Eukaryota,Streptophyta,Magnoliopsida,Poales,Typhaceae,Typha,Typha angustifolia,GCA_019914945.1,genbank,4732,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/914/945/GCA_019914945.1_TyphaL0001/GCA_019914945.1_TyphaL0001_genomic.fna.gz,genus,sequences/GCA_019914945.1_TyphaL0001.fna.gz,81,214326387
Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salvelinus,"",GCA_036784965.1,genbank,8033,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/784/965/GCA_036784965.1_fSalAlp2_p1.0/GCA_036784965.1_fSalAlp2_p1.0_genomic.fna.gz,genus,sequences/GCA_036784965.1_fSalAlp2_p1.0.fna.gz,1169,2129031653
Eukaryota,Streptophyta,Magnoliopsida,Arecales,Arecaceae,Elaeis,"",GCA_015461965.1,genbank,51952,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/461/965/GCA_015461965.1_EGPMv6/GCA_015461965.1_EGPMv6_genomic.fna.gz,genus,sequences/GCA_015461965.1_EGPMv6.fna.gz,165,1209420378
Eukaryota,Streptophyta,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nuphar,Nuphar lutea,GCA_024653005.1,genbank,4415,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/653/005/GCA_024653005.1_ASM2465300v1/GCA_024653005.1_ASM2465300v1_genomic.fna.gz,genus,sequences/GCA_024653005.1_ASM2465300v1.fna.gz,236795,464818198
Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Angelica,Angelica keiskei,1931620149,nucleotide,357850,"",species,sequences/357850.fna.gz,2,294014
Eukaryota,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Armoracia,Armoracia rusticana,2594803280,nucleotide,3704,"",species,sequences/3704.fna.gz,3,465406
Eukaryota,Streptophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Averrhoa,Averrhoa carambola,1049741523,nucleotide,28974,"",species,sequences/28974.fna.gz,4,624414
Eukaryota,Streptophyta,Magnoliopsida,Ericales,Lecythidaceae,Bertholletia,Bertholletia excelsa,1278172983,nucleotide,3645,"",species,sequences/3645.fna.gz,2,320944
Eukaryota,Streptophyta,Magnoliopsida,Boraginales,Boraginaceae,Borago,Borago officinalis,1820102045,nucleotide,13363,"",species,sequences/13363.fna.gz,3,449503
Eukaryota,Streptophyta,Magnoliopsida,Brassicales,Capparaceae,Capparis,Capparis spinosa,2643613518,nucleotide,65558,"",species,sequences/65558.fna.gz,8,1485279
Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Carum,Carum carvi,2299197383,nucleotide,48032,"",species,sequences/48032.fna.gz,4,494583
Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Chamaemelum,Chamaemelum nobile,2579741247,nucleotide,99037,"",species,sequences/99037.fna.gz,4,770010
Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Coriandrum,Coriandrum sativum,2007831195,nucleotide,4047,"",species,sequences/4047.fna.gz,5,683480
Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Cuminum,Cuminum cyminum,2373986785,nucleotide,52462,"",species,sequences/52462.fna.gz,6,1386458
Eukaryota,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Empetrum,Empetrum nigrum,2204566880,nucleotide,191066,"",species,sequences/191066.fna.gz,1,36040
Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Eriobotrya,Eriobotrya japonica,1775179419,nucleotide,32224,"",species,sequences/32224.fna.gz,16,2949457
Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Dracocephalum,Dracocephalum officinale,2288453929,nucleotide,39324,"",species,sequences/39324.fna.gz,2,299634
Eukaryota,Streptophyta,Magnoliopsida,Austrobaileyales,Schisandraceae,Illicium,Illicium verum,1184801689,nucleotide,124778,"",species,sequences/124778.fna.gz,5,714670
Eukaryota,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Laurus,Laurus nobilis,2050198413,nucleotide,85223,"",species,sequences/85223.fna.gz,5,764620
Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Lens,Lens culinaris,2121832182,nucleotide,3864,"",species,sequences/3864.fna.gz,4,492578
Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Levisticum,Levisticum officinale,2052616418,nucleotide,48042,"",species,sequences/48042.fna.gz,1,148548
Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Matricaria,Matricaria chamomilla,2579741312,nucleotide,98504,"",species,sequences/98504.fna.gz,4,682767
Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Melissa,Melissa officinalis,2288452391,nucleotide,39338,"",species,sequences/39338.fna.gz,2,304224
Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Mespilus,Mespilus germanica,1768908616,nucleotide,36616,"",species,sequences/36616.fna.gz,2,318889
Eukaryota,Streptophyta,Magnoliopsida,Magnoliales,Myristicaceae,Myristica,Myristica fragrans,2063316968,nucleotide,51089,"",species,sequences/51089.fna.gz,4,623508
Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum majorana,2046217349,nucleotide,268884,"",species,sequences/268884.fna.gz,1,151841
Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum vulgare,410176134,nucleotide,39352,"",species,sequences/39352.fna.gz,6,911016
Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Pastinaca,Pastinaca sativa,2052617295,nucleotide,4041,"",species,sequences/4041.fna.gz,1,149479
Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Petroselinum,Petroselinum crispum,302025089,nucleotide,4043,"",species,sequences/4043.fna.gz,3,458638
Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes nigrum,2565320436,nucleotide,78511,"",species,sequences/78511.fna.gz,5,1372804
Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes rubrum,2517670203,nucleotide,175228,"",species,sequences/175228.fna.gz,3,473406
Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes uva-crispa,2517670116,nucleotide,135518,"",species,sequences/135518.fna.gz,4,509704
Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,Rumex acetosa,1611804892,nucleotide,41241,"",species,sequences/41241.fna.gz,5,709439
Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Satureja,Satureja montana,2288455107,nucleotide,49988,"",species,sequences/49988.fna.gz,3,455598
Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Sorbus,Sorbus aucuparia,2264350922,nucleotide,36599,"",species,sequences/36599.fna.gz,11,2297889
Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Tamarindus,Tamarindus indica,1755135605,nucleotide,58860,"",species,sequences/58860.fna.gz,5,1693146
Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Taraxacum,Taraxacum officinale,2243422544,nucleotide,50225,"",species,sequences/50225.fna.gz,13,895506
Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Trigonella,Trigonella foenum-graecum,2441951786,nucleotide,78534,"",species,sequences/78534.fna.gz,6,1192951
Eukaryota,Streptophyta,Magnoliopsida,Brassicales,Capparaceae,Crateva,Crateva religiosa,2463122125,nucleotide,202634,"",species,sequences/202634.fna.gz,2,313062
Eukaryota,Streptophyta,Magnoliopsida,Myrtales,Myrtaceae,Pimenta,Pimenta dioica,1184801267,nucleotide,375272,"",species,sequences/375272.fna.gz,2,317968
Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,146160759,nucleotide,8204,"",species,sequences/8204.fna.gz,89,1469486
Eukaryota,Chordata,Actinopteri,Scombriformes,Pomatomidae,Pomatomus,Pomatomus saltatrix,542132870,nucleotide,75034,"",species,sequences/75034.fna.gz,2,33088
Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenidae,Balaena,Balaena mysticetus,1778222884,nucleotide,27602,"",species,sequences/27602.fna.gz,53,868534
Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Petasites,Petasites japonicus,2052860962,nucleotide,186965,"",species,sequences/186965.fna.gz,5,752074
Eukaryota,Chordata,Actinopteri,Scombriformes,Stromateidae,Peprilus,Peprilus triacanthus,542132643,nucleotide,183653,"",species,sequences/183653.fna.gz,3,49073
Eukaryota,Streptophyta,Magnoliopsida,Gentianales,Apocynaceae,Carissa,Carissa macrocarpa,1050767429,nucleotide,403101,"",species,sequences/403101.fna.gz,2,310594
Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Anthriscus,Anthriscus cerefolium,2288456058,nucleotide,40888,"",species,sequences/40888.fna.gz,3,464427
Eukaryota,Streptophyta,Magnoliopsida,Poales,Cyperaceae,Eleocharis,Eleocharis dulcis,1832107818,nucleotide,110284,"",species,sequences/110284.fna.gz,2,399122
Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Valerianella,Valerianella locusta,2282527300,nucleotide,59166,"",species,sequences/59166.fna.gz,2,299618
Eukaryota,Chordata,Actinopteri,"",Sciaenidae,Micropogonias,Micropogonias undulatus,2569352171,nucleotide,29154,"",species,sequences/29154.fna.gz,2,33034
Eukaryota,Chordata,Actinopteri,Carangiformes,Coryphaenidae,Coryphaena,Coryphaena hippurus,574450555,nucleotide,34814,"",species,sequences/34814.fna.gz,5,80892
Eukaryota,Chordata,Actinopteri,"",Sciaenidae,Aplodinotus,Aplodinotus grunniens,1314927567,nucleotide,225389,"",species,sequences/225389.fna.gz,2,29214
Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Scomberomorus,Scomberomorus cavalla,105873625,nucleotide,13679,"",species,sequences/13679.fna.gz,2,33096
Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Basellaceae,Basella,Basella alba,1573382003,nucleotide,3589,"",species,sequences/3589.fna.gz,4,493484
Eukaryota,Streptophyta,Magnoliopsida,Malpighiales,Clusiaceae,Garcinia,Garcinia mangostana,2227918237,nucleotide,58228,"",species,sequences/58228.fna.gz,5,1000755
Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Tetragonia,Tetragonia tetragonoides,2072936294,nucleotide,45318,"",species,sequences/45318.fna.gz,4,799497
Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Cactaceae,Nopalea,Nopalea cochenillifera,2689244941,nucleotide,338184,"",species,sequences/338184.fna.gz,2,1294319
Eukaryota,Chordata,Actinopteri,Perciformes,Zoarcidae,Zoarces,Zoarces americanus,2664554970,nucleotide,8199,"",species,sequences/8199.fna.gz,2,33698
Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,Opuntia macrorhiza,2582770921,nucleotide,1041245,"",species,sequences/1041245.fna.gz,2,247762
Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Phytolaccaceae,Phytolacca,Phytolacca americana,1575642471,nucleotide,3527,"",species,sequences/3527.fna.gz,10,1419474
