orig_taxid,kingdom,phylum,class,order,family,genus,species,id,db,matched_taxid,url,rank
79772,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Verbenaceae,Verbena,Verbena officinalis,GCA_958496215.1,genbank,79772,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/958/496/215/GCA_958496215.1_daVerOffi1.1,species
3906,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia faba,GCA_948472305.1,genbank,3906,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/948/472/305/GCA_948472305.1_Hedin2_genome_v1,species
3914,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vigna,Vigna angularis,GCA_016808095.1,genbank,3914,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/808/095/GCA_016808095.1_ASM1680809v1,species
3915,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vigna,Vigna mungo,GCA_036885675.1,genbank,3915,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/885/675/GCA_036885675.1_ASM3688567v1,species
157791,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vigna,Vigna radiata,GCA_001584445.1,genbank,157791,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/584/445/GCA_001584445.1_ASM158444v1,species
87088,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vigna,Vigna umbellata,GCA_029865625.1,genbank,87088,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/865/625/GCA_029865625.1_Vumbellata_1.0,species
3917,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vigna,Vigna unguiculata,GCA_036971635.1,genbank,3917,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/971/635/GCA_036971635.1_ASM3697163v1,species
103349,Eukaryota,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Vitis rotundifolia,GCA_030254885.1,genbank,103349,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/254/885/GCA_030254885.1_VITMroCarlos_v1.3,species
29760,Eukaryota,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Vitis vinifera,GCA_030704535.1,genbank,29760,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/704/535/GCA_030704535.1_ASM3070453v1,species
4577,Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Zea,Zea mays,GCA_022117705.1,genbank,4577,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/117/705/GCA_022117705.1_Zm-Mo17-REFERENCE-CAU-T2T-assembly,species
94328,Eukaryota,Streptophyta,Magnoliopsida,Zingiberales,Zingiberaceae,Zingiber,Zingiber officinale,GCA_011317585.2,genbank,94328,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/317/585/GCA_011317585.2_ASM1131758v2,species
4641,Eukaryota,Streptophyta,Magnoliopsida,Zingiberales,Musaceae,Musa,Musa acuminata,GCA_030219345.1,genbank,4641,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/219/345/GCA_030219345.1_ASM3021934v1,species
278110,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Apium,Apium graveolens,GCA_902728035.1,genbank,4045,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/728/035/GCA_902728035.1_Apium_graveolens,species
117781,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Apium,Apium graveolens,GCA_902728035.1,genbank,4045,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/728/035/GCA_902728035.1_Apium_graveolens,species
4054,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Araliaceae,Panax,Panax ginseng,GCA_020205605.1,genbank,4054,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/205/605/GCA_020205605.1_ASM2020560v1,species
128017,Eukaryota,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Dimocarpus,Dimocarpus longan,GCA_022984855.1,genbank,128017,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/984/855/GCA_022984855.1_ASM2298485v1,species
512563,Eukaryota,Streptophyta,Magnoliopsida,Proteales,Proteaceae,Macadamia,Macadamia tetraphylla,GCA_022985045.1,genbank,512563,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/985/045/GCA_022985045.1_ASM2298504v1,species
3605,Eukaryota,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Vitis aestivalis,GCA_001562795.1,genbank,3605,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/562/795/GCA_001562795.1_VitisNorton_MSU1.0,species
103355,Eukaryota,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Vitis labrusca,GCA_011039315.1,genbank,103355,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/039/315/GCA_011039315.1_ASM1103931v1,species
323851,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus persica,GCA_024337555.1,genbank,3760,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/337/555/GCA_024337555.1_ASM2433755v1,species
323852,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus persica,GCA_024337555.1,genbank,3760,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/337/555/GCA_024337555.1_ASM2433755v1,species
165788,Eukaryota,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,Capsicum baccatum,GCA_030864225.1,genbank,33114,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/864/225/GCA_030864225.1_ASM3086422v1,species
80379,Eukaryota,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,Capsicum chinense,GCA_026120095.1,genbank,80379,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/120/095/GCA_026120095.1_Arnaucho_INIA,species
151071,Eukaryota,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Nephelium,Nephelium lappaceum,GCA_021234005.1,genbank,151071,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/234/005/GCA_021234005.1_ASM2123400v1,species
4529,Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Oryza,Oryza rufipogon,GCA_023541355.1,genbank,4529,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/541/355/GCA_023541355.1_O._rufipogonIRGC106523RS1,species
1527200,Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Beta,Beta vulgaris,GCA_037039105.1,genbank,161934,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/039/105/GCA_037039105.1_ASM3703910v1,species
416546,Eukaryota,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica,Brassica oleracea,GCA_037043335.1,genbank,3712,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/043/335/GCA_037043335.1_BobV2,species
35875,Eukaryota,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,Allium fistulosum,GCA_030737815.1,genbank,35875,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/737/815/GCA_030737815.1_ASM3073781v1,species
4567,Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Triticum,Triticum turgidum,GCA_023384775.1,genbank,4571,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/384/775/GCA_023384775.1_ASM2338477v1,species
180536,Eukaryota,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Eruca,Eruca vesicaria,GCA_932364175.1,genbank,180536,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/932/364/175/GCA_932364175.1_Eruca_sativa,species
79200,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Daucus,Daucus carota,GCA_030127425.1,genbank,4039,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/127/425/GCA_030127425.1_ASM3012742v1,species
3713,Eukaryota,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica,Brassica oleracea,GCA_037043335.1,genbank,3712,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/043/335/GCA_037043335.1_BobV2,species
941588,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Apium,Apium graveolens,GCA_902728035.1,genbank,4045,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/728/035/GCA_902728035.1_Apium_graveolens,species
344680,Eukaryota,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica,Brassica rapa,GCA_030704385.1,genbank,3711,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/704/385/GCA_030704385.1_ASM3070438v1,species
93385,Eukaryota,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica,Brassica rapa,GCA_030704385.1,genbank,3711,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/704/385/GCA_030704385.1_ASM3070438v1,species
51351,Eukaryota,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica,Brassica rapa,GCA_030704385.1,genbank,3711,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/704/385/GCA_030704385.1_ASM3070438v1,species
3714,Eukaryota,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica,Brassica oleracea,GCA_037043335.1,genbank,3712,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/043/335/GCA_037043335.1_BobV2,species
41679,Eukaryota,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus,Raphanus sativus,GCA_963506615.2,genbank,3726,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/506/615/GCA_963506615.2_Genome_and_annotation,species
240228,Eukaryota,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus,Raphanus sativus,GCA_963506615.2,genbank,3726,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/506/615/GCA_963506615.2_Genome_and_annotation,species
888065,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia elegans,GCA_028566235.1,genbank,888065,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/566/235/GCA_028566235.1_ASM2856623v1,species
3661,Eukaryota,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucurbita,Cucurbita maxima,GCA_002738345.1,genbank,3661,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/738/345/GCA_002738345.1_Cmax_1.0,species
6741,Eukaryota,Arthropoda,Malacostraca,Decapoda,Lithodidae,Paralithodes,Paralithodes camtschaticus,GCA_018397895.1,genbank,6741,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/397/895/GCA_018397895.1_paralithodes_camtschaticus,species
3767,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Pyrus,Pyrus pyrifolia,GCA_016587475.1,genbank,3767,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/587/475/GCA_016587475.1_PPY_r1.0,species
7950,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea harengus,GCA_902175115.3,genbank,7950,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/175/115/GCA_902175115.3_ChASM_A3,species
13677,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Scomber,Scomber scombrus,GCA_963691945.1,genbank,13677,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/691/945/GCA_963691945.1_fScoSco1.1_alternate_haplotype,species
185739,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Pollachius,Pollachius pollachius,GCA_949987615.1,genbank,185739,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/987/615/GCA_949987615.1_fPolPol2.1,species
38705,Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Phyllostachys,Phyllostachys edulis,GCA_036346405.1,genbank,38705,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/346/405/GCA_036346405.1_KIB_Pedu_3,species
34816,Eukaryota,Chordata,Actinopteri,"",Moronidae,Morone,Morone saxatilis,GCA_004916995.1,genbank,34816,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/916/995/GCA_004916995.1_NCSU_SB_2.0,species
9749,Eukaryota,Chordata,Mammalia,Artiodactyla,Monodontidae,Delphinapterus,Delphinapterus leucas,GCA_035221355.1,genbank,9749,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/221/355/GCA_035221355.1_mDelLeu1_p1.0,species
9901,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bison,Bison bison,GCA_000754665.1,genbank,9901,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/754/665/GCA_000754665.1_Bison_UMD1.0,species
75939,Eukaryota,Chordata,Actinopteri,Esociformes,Umbridae,Dallia,Dallia pectoralis,GCA_029465975.1,genbank,75939,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/465/975/GCA_029465975.1_DPEC_1.1,species
6763,Eukaryota,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes,Callinectes sapidus,GCA_027123505.1,genbank,6763,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/123/505/GCA_027123505.1_ASM2712350v1,species
6550,Eukaryota,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,Mytilus edulis,GCA_963676595.2,genbank,6550,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/676/595/GCA_963676595.2_xbMytEdul2.2_alternate_haplotype,species
8237,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Thunnus,Thunnus thynnus,GCA_963924655.1,genbank,8237,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/924/655/GCA_963924655.1_fThuThy2.1_alternate_haplotype,species
9823,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,GCA_031306245.1,genbank,9823,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/306/245/GCA_031306245.1_NCMD,species
1204434,Eukaryota,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica,Brassica rapa,GCA_030704385.1,genbank,3711,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/704/385/GCA_030704385.1_ASM3070438v1,species
89462,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bubalus,Bubalus bubalis,GCA_019923935.1,genbank,89462,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/923/935/GCA_019923935.1_NDDB_SH_1,species
69944,Eukaryota,Chordata,Actinopteri,Gadiformes,Lotidae,Lota,Lota lota,GCA_026745465.1,genbank,69944,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/745/465/GCA_026745465.1_ASM2674546v1,species
91214,Eukaryota,Streptophyta,Magnoliopsida,Fagales,Juglandaceae,Juglans,Juglans cinerea,GCA_961763995.1,genbank,91214,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/961/763/995/GCA_961763995.1_jcinerea.fasta.gz,species
3662,Eukaryota,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucurbita,Cucurbita moschata,GCA_002738365.1,genbank,3662,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/738/365/GCA_002738365.1_Cmos_1.0,species
3668,Eukaryota,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Lagenaria,Lagenaria siceraria,GCA_002890555.2,genbank,3668,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/890/555/GCA_002890555.2_ZAAS_Lsic_2.0,species
4265,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Cynara,Cynara cardunculus,GCA_001531365.2,genbank,4265,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/531/365/GCA_001531365.2_CcrdV1.1,species
20340,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Ceratonia,Ceratonia siliqua,GCA_034509205.1,genbank,20340,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/509/205/GCA_034509205.1_ASM3450920v1,species
7962,Eukaryota,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Cyprinus,Cyprinus carpio,GCA_027406505.1,genbank,7962,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/406/505/GCA_027406505.1_ASM2740650v1,species
3983,Eukaryota,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Manihot,Manihot esculenta,GCA_033783085.1,genbank,3983,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/783/085/GCA_033783085.1_ASM3378308v1,species
7998,Eukaryota,Chordata,Actinopteri,Siluriformes,Ictaluridae,Ictalurus,Ictalurus punctatus,GCA_001660625.3,genbank,7998,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/660/625/GCA_001660625.3_Coco_2.0,species
184140,Eukaryota,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Sicyos,Sicyos edulis,GCA_036507275.1,genbank,184140,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/507/275/GCA_036507275.1_ASM3650727v1,species
49314,Eukaryota,Streptophyta,Magnoliopsida,Magnoliales,Annonaceae,Annona,Annona cherimola,GCA_035061585.1,genbank,49314,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/061/585/GCA_035061585.1_IHSM_Ache_1.02,species
49212,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia hispanica,GCA_030788125.1,genbank,49212,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/788/125/GCA_030788125.1_TTU_Shispa_1.0,species
9031,Eukaryota,Chordata,Aves,Galliformes,Phasianidae,Gallus,Gallus gallus,GCA_034769275.1,genbank,9031,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/769/275/GCA_034769275.1_CVASU_Gallus_Gallus_GG1F,species
60419,Eukaryota,Streptophyta,Magnoliopsida,Fagales,Fagaceae,Castanea,Castanea mollissima,GCA_014183005.1,genbank,60419,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/183/005/GCA_014183005.1_ASM1418300v1,species
99038,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Glebionis,Glebionis coronaria,GCA_025667525.1,genbank,99038,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/667/525/GCA_025667525.1_Gcor_v1,species
410350,Eukaryota,Mollusca,Bivalvia,Cardiida,Cardiidae,Clinocardium,Clinocardium nuttallii,GCA_031471495.1,genbank,410350,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/471/495/GCA_031471495.1_ASM3147149v1,species
13894,Eukaryota,Streptophyta,Magnoliopsida,Arecales,Arecaceae,Cocos,Cocos nucifera,GCA_008124465.1,genbank,13894,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/124/465/GCA_008124465.1_ASM812446v1,species
80720,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,GCA_031168955.1,genbank,80720,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/168/955/GCA_031168955.1_ASM3116895v1,species
8049,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,Gadus morhua,GCA_010882105.1,genbank,8049,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/882/105/GCA_010882105.1_gadMor_Celtic,species
6645,Eukaryota,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus vulgaris,GCA_951406725.2,genbank,6645,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/951/406/725/GCA_951406725.2_xcOctVulg1.2,species
6645,Eukaryota,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus vulgaris,GCA_003957725.1,genbank,6645,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/957/725/GCA_003957725.1_ASM395772v1,species
81638,Eukaryota,Chordata,Actinopteri,Gadiformes,Lotidae,Brosme,Brosme brosme,GCA_900302425.1,genbank,81638,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/302/425/GCA_900302425.1_ASM90030242v1,species
8839,Eukaryota,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas platyrhynchos,GCA_032352815.1,genbank,8839,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/352/815/GCA_032352815.1_NIB_DD,species
29965,Eukaryota,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,GCA_029783475.1,genbank,29965,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/783/475/GCA_029783475.1_ASM2978347v1,species
66656,Eukaryota,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Durio,Durio zibethinus,GCA_027921625.1,genbank,66656,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/921/625/GCA_027921625.1_ASM2792162v1,species
6565,Eukaryota,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,Crassostrea virginica,GCA_002022765.4,genbank,6565,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/022/765/GCA_002022765.4_C_virginica-3.0,species
1574408,Eukaryota,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus,Cervus canadensis,GCA_019320065.1,genbank,1574408,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/320/065/GCA_019320065.1_ASM1932006v1,species
8790,Eukaryota,Chordata,Aves,Casuariiformes,Dromaiidae,Dromaius,Dromaius novaehollandiae,GCA_036417515.1,genbank,8790,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/417/515/GCA_036417515.1_bDroNov1.hap2,species
184585,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis encrasicolus,GCA_034702125.1,genbank,184585,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/702/125/GCA_034702125.1_IST_EnEncr_1.0,species
52904,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Scophthalmidae,Scophthalmus,Scophthalmus maximus,GCA_963854745.1,genbank,52904,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/854/745/GCA_963854745.1_fScoMax1.1,species
13055,Eukaryota,Streptophyta,Magnoliopsida,Myrtales,Onagraceae,Chamaenerion,Chamaenerion angustifolium,GCA_946814005.1,genbank,13055,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/946/814/005/GCA_946814005.1_drChaAngu1.1,species
3311,Eukaryota,Streptophyta,Ginkgoopsida,Ginkgoales,Ginkgoaceae,Ginkgo,Ginkgo biloba,GCA_024626585.1,genbank,3311,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/626/585/GCA_024626585.1_ASM2462658v1,species
111784,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Reinhardtius,Reinhardtius hippoglossoides,GCA_006182925.3,genbank,111784,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/182/925/GCA_006182925.3_UL_REHI_2.0,species
8996,Eukaryota,Chordata,Aves,Galliformes,Numididae,Numida,Numida meleagris,GCA_014595935.1,genbank,8996,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/595/935/GCA_014595935.1_HGFv1,species
8056,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,GCA_900291075.1,genbank,8056,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/291/075/GCA_900291075.1_MAEA_1,species
9796,Eukaryota,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus caballus,GCA_036426135.1,genbank,9796,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/426/135/GCA_036426135.1_mEquCab1.pat,species
3735,Eukaryota,Streptophyta,Magnoliopsida,Brassicales,Moringaceae,Moringa,Moringa oleifera,GCA_021397835.1,genbank,3735,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/397/835/GCA_021397835.1_ASM2139783v1,species
35936,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Lablab,Lablab purpureus,GCA_034769765.1,genbank,35936,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/769/765/GCA_034769765.1_ASM3476976v1,species
2769,Eukaryota,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Chondrus,Chondrus crispus,GCA_000350225.2,genbank,2769,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/350/225/GCA_000350225.2_ASM35022v2,species
3489,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Moraceae,Artocarpus,Artocarpus heterophyllus,GCA_025403435.1,genbank,3489,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/403/435/GCA_025403435.1_ASM2540343v1,species
103480,Eukaryota,Streptophyta,Magnoliopsida,Fagales,Fagaceae,Castanea,Castanea crenata,GCA_020976635.1,genbank,103480,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/976/635/GCA_020976635.1_NIFoS_Ccrenata_1.0,species
4233,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus,Helianthus tuberosus,GCA_030545235.1,genbank,4233,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/545/235/GCA_030545235.1_HelTub_1.0,species
93759,Eukaryota,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Corchorus,Corchorus olitorius,GCA_002141455.1,genbank,93759,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/141/455/GCA_002141455.1_Co_S7_2014,species
3559,Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Chenopodium,Chenopodium album,GCA_948465745.1,genbank,3559,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/948/465/745/GCA_948465745.1_dcCheAlbu1.1,species
34587,Eukaryota,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,Katharina tunicata,GCA_032466195.1,genbank,34587,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/466/195/GCA_032466195.1_ASM3246619v1,species
163112,Eukaryota,Chordata,Actinopteri,Gadiformes,Lotidae,Molva,Molva molva,GCA_900323295.1,genbank,163112,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/323/295/GCA_900323295.1_ASM90032329v1,species
225387,Eukaryota,Chordata,Actinopteri,Perciformes,Hexagrammidae,Ophiodon,Ophiodon elongatus,GCA_016806645.1,genbank,225387,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/806/645/GCA_016806645.1_NWFSC_Oelon_r3.mflye,species
6706,Eukaryota,Arthropoda,Malacostraca,Decapoda,Nephropidae,Homarus,Homarus americanus,GCA_018991925.1,genbank,6706,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/991/925/GCA_018991925.1_GMGI_Hamer_2.0,species
